brand,model,model_year,milage,fuel_type,transmission,ext_col,int_col,clean_title,price,Accident_occured,Engine_capacity,Horse_Power
RAM,2500 Tradesman,2018,52000.0,Diesel,6-Speed A/T,Gray,Black,Yes,50000.0,NO,6.7,350.0
Toyota,FJ Cruiser Base,2007,179000.0,Gasoline,A/T,Silver,Black,Yes,17900.0,YES,4.0,239.0
Dodge,Charger Scat Pack,2019,42626.0,Gasoline,8-Speed A/T,Silver,Red,Yes,42000.0,NO,6.4,485.0
Lexus,GX 460 Base,2018,65900.0,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,Yes,34700.0,YES,4.6,301.0
Genesis,GV80 2.5T,2022,7523.0,Gasoline,8-Speed Automatic,Black,Black,UNKNOWN,54543.0,NO,2.5,364.6937645347898
Jaguar,F-PACE 30t R-Sport,2019,34365.0,Gasoline,Automatic,Yulong,Ebony,UNKNOWN,59598.0,NO,2.0,322.11793654945905
Kia,Sportage S,2021,16949.0,Gasoline,6-Speed Automatic,Hyper Red,Black,Yes,24995.0,NO,2.4,340.90414021771903
Mercedes-Benz,S-Class S 580 4MATIC,2022,7968.0,Hybrid,9-Speed A/T,White,White,Yes,104999.0,NO,4.0,496.0
Porsche,Panamera Base,2018,61000.0,Gasoline,Transmission w/Dual Shift Mode,Gray,Gray,Yes,57500.0,NO,3.0,330.0
INFINITI,QX80 Base,2018,100564.0,Gasoline,7-Speed Automatic,Black,Graphite,UNKNOWN,23105.0,NO,5.6,398.9519106758853
Ford,Maverick Lariat,2022,13700.0,Hybrid,CVT Transmission,Blue,Brown,Yes,39500.0,NO,2.5,191.0
Kia,Telluride SX,2021,38612.0,Gasoline,8-Speed Automatic,Ebony Black,Black,UNKNOWN,42242.0,NO,3.8,385.636024669142
Chevrolet,Colorado Z85,2005,155000.0,Gasoline,A/T,Blue,Gray,Yes,7995.0,YES,3.5,220.0
Mercedes-Benz,E-Class E 550,2017,56000.0,Gasoline,Transmission w/Dual Shift Mode,Gray,White,Yes,35750.0,NO,4.7,402.0
Land,Rover Range Rover Sport SVR,2022,15107.0,Gasoline,8-Speed Automatic,Santorini Black Metallic,Ebony,UNKNOWN,114900.0,NO,5.0,470.99714826960735
Toyota,Corolla Hybrid LE,2022,44459.0,Hybrid,A/T,Silver,Gray,Yes,22945.0,NO,1.8,121.0
Mercedes-Benz,E-Class E 300 4MATIC,2017,31000.0,Gasoline,A/T,Blue,White,Yes,38000.0,YES,2.0,241.0
Mercedes-Benz,SLK-Class SLK 350,2012,44000.0,Gasoline,Transmission w/Dual Shift Mode,Gray,White,Yes,22222.0,YES,3.5,302.0
Mercedes-Benz,E-Class E 400 4MATIC,2018,22558.0,Gasoline,9-Speed Automatic,Black,Black,Yes,47645.0,NO,3.0,354.96102297480866
Jeep,Wrangler X,2003,116157.0,Gasoline,4-Speed A/T,Beige,Beige,Yes,14250.0,NO,4.0,210.0
Lincoln,Navigator Premiere,2018,23500.0,Gasoline,10-Speed A/T,Black,Black,Yes,50000.0,YES,3.5,450.0
Chevrolet,Corvette Base,2008,28150.0,Gasoline,Transmission w/Dual Shift Mode,Red,Beige,Yes,31000.0,NO,6.2,430.0
GMC,Yukon XL Denali,2016,137500.0,Gasoline,A/T,Black,Black,Yes,29500.0,YES,6.2,420.0
Mercedes-Benz,Metris Base,2021,2284.0,Gasoline,9-Speed Automatic,Black,Tan,Yes,157500.0,NO,2.0,381.7904645828312
Land,Rover Range Rover P530 SE LWB 7 Seat,2023,350.0,Gasoline,Transmission w/Dual Shift Mode,Black,Beige,Yes,195000.0,NO,4.4,523.0
Ford,Explorer XLT,2017,169000.0,E85 Flex Fuel,A/T,White,Beige,Yes,13000.0,NO,3.5,290.0
Ferrari,488 GTB Base,2018,17761.0,Gasoline,7-Speed Automatic with Auto-Shift,Rosso Corsa,Nero,UNKNOWN,243900.0,NO,3.9,457.40748300613814
Chevrolet,Camaro 2SS,2010,8949.0,Gasoline,M/T,Yellow,Black,Yes,30000.0,NO,6.2,426.0
BMW,750 i xDrive,2020,25108.0,Gasoline,8-Speed A/T,Black,Black,UNKNOWN,66000.0,YES,4.4,523.0
Land,Rover Range Rover 3.0L Supercharged HSE,2016,103000.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,Yes,33999.0,NO,3.0,380.0
Porsche,911 Carrera 4 Cabriolet,2003,87600.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,Yes,32000.0,YES,3.6,315.0
Maserati,MC20 Base,2022,1087.0,Gasoline,8-Speed Automatic with Auto-Shift,Matte White,Black,Yes,279000.0,NO,3.0,464.25738195919985
Mercedes-Benz,CLA-Class CLA 250,2015,76753.0,Gasoline,A/T,Red,Black,Yes,15999.0,YES,2.0,208.0
Mercedes-Benz,Metris Base,2019,10500.0,Gasoline,A/T,Black,Brown,Yes,79500.0,NO,2.0,208.0
Mercedes-Benz,E-Class E 350 4MATIC,2011,199000.0,Gasoline,7-Speed A/T,Silver,Black,Yes,9250.0,NO,3.5,268.0
Lexus,LS 460 L,2007,127980.0,Gasoline,8-Speed A/T,Blue,Beige,Yes,9999.0,NO,4.6,380.0
BMW,X6 xDrive40i,2023,16307.0,Hybrid,A/T,Red,White,Yes,71400.0,NO,3.0,335.0
Audi,S5 3.0T Prestige,2021,13566.0,Gasoline,1-Speed Automatic,Daytona Gray Pearl Effect,Magma Red,UNKNOWN,57900.0,NO,3.0,375.7515191151415
Audi,Q7 Premium Plus,2022,22588.0,Hybrid,Automatic,Navarra Blue,Saiga Beige,UNKNOWN,52598.0,NO,3.0,373.9544524091343
Jaguar,XE 25t,2019,41452.0,Gasoline,Transmission w/Dual Shift Mode,White,Black,Yes,22500.0,YES,2.0,247.0
Genesis,G80 3.3T Sport,2019,57500.0,Gasoline,A/T,Red,Black,Yes,32990.0,NO,3.3,365.0
BMW,M2 Competition,2020,500.0,Gasoline,7-Speed A/T,Black,Black,Yes,70000.0,NO,3.0,405.0
Subaru,Impreza WRX Premium,2014,55000.0,Gasoline,5-Speed M/T,White,Black,Yes,30000.0,NO,2.5,265.0
GMC,Sierra 2500 Base,2021,8210.0,Gasoline,A/T,White,Black,Yes,55000.0,NO,6.6,401.0
Lincoln,Nautilus Reserve,2021,18160.0,Gasoline,8-Speed Automatic,Silver Radiance,Slate,UNKNOWN,46850.0,NO,2.7,359.3116784480717
Jaguar,XF XFR-S,2013,4279.0,Gasoline,8-Speed A/T,White,Black,UNKNOWN,70000.0,YES,5.0,550.0
Mercedes-Benz,Sprinter Normal Roof,2013,39748.0,Diesel,A/T,Silver,Black,Yes,54995.0,YES,3.0,188.0
Toyota,Land Cruiser Base,1998,160000.0,Gasoline,4-Speed A/T,White,Beige,Yes,12490.0,YES,4.7,230.0
Toyota,Tacoma PreRunner,2013,65000.0,Gasoline,A/T,Silver,Gray,Yes,20500.0,NO,2.7,159.0
BMW,Z4 sDrive28i,2016,59000.0,Gasoline,8-Speed A/T,Black,Beige,Yes,25000.0,NO,2.0,240.0
BMW,530e Base,2022,22700.0,Plug-In Hybrid,A/T,White,Black,Yes,47000.0,NO,2.0,288.0
Mercedes-Benz,GLA 250 Base 4MATIC,2018,56578.0,E85 Flex Fuel,7-Speed A/T,White,Black,Yes,20900.0,NO,2.0,208.0
Hyundai,Genesis 4.6,2010,153332.0,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,Yes,10000.0,YES,4.6,378.0
Cadillac,ATS 3.6L Luxury,2013,89700.0,Gasoline,6-Speed A/T,Black,Red,Yes,17999.0,NO,3.6,321.0
Lincoln,Town Car Signature,2002,118600.0,Gasoline,A/T,Black,Gray,Yes,5230.0,YES,4.6,220.0
GMC,Sierra 1500 SLT,2021,23400.0,Gasoline,A/T,Black,Black,Yes,52000.0,NO,6.2,420.0
Mercedes-Benz,Sprinter High Roof,2015,110000.0,Diesel,A/T,White,Gray,Yes,29000.0,NO,3.0,188.0
Jaguar,XJ Vanden Plas,2008,87888.0,Gasoline,6-Speed A/T,Black,Black,Yes,11990.0,NO,4.2,300.0
Lexus,RC 350 Base,2015,73800.0,Gasoline,6-Speed Automatic,Black,Black,UNKNOWN,26999.0,NO,3.5,325.2908307188154
Audi,S3 2.0T Premium Plus,2015,78124.0,Gasoline,6-Speed A/T,Blue,Black,Yes,21500.0,NO,2.0,292.0
Subaru,WRX Limited,2015,91000.0,Gasoline,6-Speed M/T,Red,Black,Yes,19000.0,YES,2.0,268.0
Dodge,Ram 2500 SLT Quad Cab,2003,114000.0,Gasoline,5-Speed A/T,White,Beige,Yes,10700.0,YES,5.7,345.0
Subaru,WRX Limited,2015,76000.0,Gasoline,6-Speed M/T,Blue,Black,Yes,21000.0,NO,2.0,268.0
Audi,RS 4 4.2 quattro L,2008,146500.0,Gasoline,6-Speed M/T,Red,Black,Yes,30000.0,YES,4.2,420.0
Porsche,911 Carrera,2007,26021.0,Gasoline,6-Speed M/T,Silver,Gray,Yes,53999.0,NO,3.6,325.0
Audi,A4 2.0T Premium Plus,2015,73000.0,E85 Flex Fuel,A/T,Black,Black,Yes,17200.0,YES,2.0,220.0
Audi,A4 3.2 Premium Plus quattro,2009,153000.0,Gasoline,6-Speed A/T,Gray,Beige,Yes,8700.0,NO,3.2,265.0
Ford,Excursion Limited,2003,67550.0,Diesel,5-Speed A/T,Gold,Beige,Yes,30000.0,NO,6.0,325.0
Ford,Excursion Limited,2004,170000.0,Gasoline,A/T,Gold,Gold,Yes,8500.0,NO,6.8,310.0
Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,2017,53000.0,Gasoline,Transmission w/Dual Shift Mode,Black,Beige,Yes,47500.0,NO,5.0,510.0
Audi,Q8 3.0T Prestige,2019,54900.0,Hybrid,A/T,Gold,Black,Yes,48500.0,YES,3.0,335.0
BMW,X5 xDrive35i,2016,89000.0,Gasoline,8-Speed A/T,Black,Black,Yes,24000.0,NO,3.0,300.0
Ford,Bronco Base,2022,6200.0,Gasoline,7-Speed M/T,Black,Black,Yes,49000.0,NO,2.3,275.0
Ford,F-150 XLT,2021,51808.0,Gasoline,10-Speed Automatic,Silver,Black,Yes,42388.0,NO,5.0,422.5459313729298
Hyundai,Genesis Coupe 3.8 Track,2013,89000.0,Gasoline,6-Speed M/T,White,Black,Yes,12500.0,YES,3.8,344.0
Toyota,Camry LE,1999,86111.0,Gasoline,A/T,Gold,Beige,Yes,3500.0,YES,2.2,133.0
Mercedes-Benz,E-Class E 400 4MATIC,2018,45203.0,Gasoline,9-Speed Automatic,White,Saddle Brown,Yes,39853.0,NO,3.0,340.96563122108273
Audi,S5 3.0T Prestige,2022,14739.0,Gasoline,1-Speed Automatic,Daytona Gray Pearl Effect,Black,UNKNOWN,61900.0,NO,3.0,381.11515852192497
Buick,Enclave Premium,2017,139105.0,Gasoline,6-Speed Automatic,Iridium Metallic,Light Titanium,Yes,17550.0,YES,3.6,302.3337138552197
Lamborghini,Gallardo LP560-4,2010,45014.0,Gasoline,6-Speed A/T,Gray,Black,Yes,109499.0,NO,5.2,560.0
Ford,Mustang GT Premium,2011,101000.0,Gasoline,6-Speed M/T,Red,Black,Yes,18500.0,NO,5.0,412.0
GMC,Yukon XL SLT,2016,93000.0,Gasoline,A/T,Black,Black,Yes,30000.0,YES,5.3,355.0
Ford,Mustang V6 Premium,2013,62500.0,Gasoline,6-Speed M/T,Black,Black,Yes,16000.0,NO,3.7,305.0
Lexus,IS-F Base,2008,75000.0,Gasoline,8-Speed A/T,Blue,Black,Yes,29000.0,YES,5.0,416.0
BMW,435 i,2015,34455.0,Gasoline,8-Speed A/T,Gray,Beige,Yes,28000.0,NO,3.0,300.0
Land,Rover Range Rover Supercharged,2010,130000.0,Gasoline,A/T,White,Black,Yes,15500.0,NO,5.0,510.0
Mercedes-Benz,CLA-Class CLA 250,2014,76170.0,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,Yes,16500.0,YES,2.0,208.0
GMC,Yukon SLT,2010,194500.0,E85 Flex Fuel,6-Speed A/T,White,Beige,Yes,9500.0,YES,5.3,320.0
BMW,535 i,2008,135000.0,Gasoline,A/T,Silver,Black,Yes,5699.0,NO,3.0,300.0
Dodge,Charger GT,2021,33000.0,Gasoline,Transmission w/Dual Shift Mode,White,Gray,Yes,26999.0,YES,3.6,300.0
Hyundai,Genesis 3.8,2010,98700.0,Gasoline,Transmission w/Dual Shift Mode,Beige,Beige,Yes,10340.0,NO,3.8,290.0
Honda,Civic Type R Touring,2018,72900.0,Gasoline,6-Speed M/T,Black,Black,Yes,35500.0,YES,2.0,306.0
Dodge,Durango R/T,2016,135000.0,Gasoline,A/T,Black,Black,Yes,20000.0,NO,5.7,360.0
Chevrolet,Silverado 1500 Limited High Country,2022,2550.0,Gasoline,10-Speed A/T,Red,Black,Yes,60000.0,NO,5.3,355.0
Jeep,Grand Cherokee Altitude,2020,35289.0,Gasoline,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,UNKNOWN,35470.0,YES,3.6,373.0783055218453
RAM,1500 Laramie,2022,14636.0,Gasoline,8-Speed Automatic,Diamond Black,Black,UNKNOWN,46599.0,NO,5.7,471.7668945664227
Chrysler,Crossfire Limited,2005,24847.0,Gasoline,5-Speed Automatic,White,Dark Gray,Yes,13046.0,NO,3.2,288.9512036161341
Nissan,Rogue SL,2019,29558.0,Gasoline,Automatic CVT,Magnetic Black,Charcoal,Yes,25884.0,NO,2.5,329.8651161504931
Audi,A6 55 Premium Plus,2023,6581.0,Gasoline,"Automatic, 7-Spd S tronic Dual-Clutch",Chronos Gray Metallic,Black,UNKNOWN,59900.0,NO,3.0,389.0228548600753
Mercedes-Benz,AMG GT 53 Base,2020,22000.0,Hybrid,9-Speed A/T,Gray,Black,Yes,83999.0,NO,3.0,429.0
Acura,ILX Technology Plus Package,2017,68200.0,Gasoline,Transmission w/Dual Shift Mode,Black,–,Yes,15750.0,YES,2.4,201.0
Land,Rover Range Rover P530 SE SWB,2023,2800.0,Gasoline,8-Speed A/T,White,Red,Yes,175000.0,NO,4.4,523.0
Ford,Expedition Platinum,2019,51300.0,Gasoline,10-Speed Automatic,White,Platinum,Yes,48295.0,NO,3.5,362.7584397484243
BMW,M3 Base,2008,133500.0,Gasoline,6-Speed M/T,Gray,Black,Yes,18500.0,NO,4.0,414.0
INFINITI,M37 x,2012,49000.0,Gasoline,7-Speed A/T,Gray,Black,Yes,19900.0,NO,3.7,330.0
BMW,650 i,2008,125470.0,Gasoline,A/T,Black,Beige,Yes,8000.0,NO,4.8,360.0
Mazda,RX-8 Grand Touring,2008,81219.0,Gasoline,6-Speed M/T,Red,Black,Yes,8500.0,NO,1.3,232.0
Porsche,Boxster Base,1999,72000.0,Gasoline,5-Speed M/T,Blue,Gray,Yes,12250.0,NO,2.5,201.0
Acura,ILX Premium & A-SPEC Packages,2019,19500.0,Gasoline,8-Speed A/T,Gray,Black,Yes,25000.0,NO,2.4,201.0
Porsche,911 Carrera S,2017,20561.0,Gasoline,7-Speed M/T,Red,Black,Yes,105000.0,NO,3.0,420.0
Lexus,LX 570 Base,2016,33655.0,Gasoline,8-Speed A/T,White,Brown,Yes,62900.0,NO,5.7,383.0
Toyota,Highlander Limited Platinum,2015,135140.0,Gasoline,A/T,White,Beige,Yes,23500.0,NO,3.5,270.0
Maserati,Ghibli Base,2015,73000.0,Gasoline,8-Speed A/T,Black,Brown,Yes,17999.0,NO,3.0,345.0
Land,Rover Range Rover 3.0L Supercharged HSE,2017,55000.0,Gasoline,A/T,White,Beige,Yes,58000.0,YES,3.0,380.0
Chevrolet,Cruze LTZ,2013,87000.0,Gasoline,A/T,Blue,Black,Yes,10000.0,YES,1.4,138.0
BMW,325 xi,2006,137825.0,Gasoline,6-Speed A/T,Silver,Black,Yes,4000.0,NO,3.0,215.0
Acura,MDX Technology,2008,184421.0,Gasoline,A/T,Gray,Black,Yes,5000.0,NO,3.7,300.0
Lincoln,MKC Base,2015,95000.0,Gasoline,6-Speed A/T,White,Black,Yes,14900.0,YES,2.0,240.0
Kia,Sportage Nightfall,2022,26468.0,Gasoline,6-Speed Automatic,Pacific Blue,Black,Yes,27875.0,YES,2.4,341.722617553145
Bentley,Arnage R,2003,55050.0,Gasoline,4-Speed A/T,Gray,Gray,Yes,34995.0,NO,6.75,400.0
Kia,Sorento LX,2021,54200.0,Gasoline,A/T,White,Black,Yes,23800.0,NO,2.5,191.0
Lexus,SC 430 Base,2002,109762.0,Gasoline,5-Speed A/T,Blue,Brown,Yes,15000.0,NO,4.3,300.0
Land,Rover Range Rover Evoque Base,2012,92080.0,Gasoline,6-Speed A/T,Gray,Black,Yes,14500.0,NO,2.0,240.0
Acura,TLX Type S w/Performance Tire,2023,1798.0,Gasoline,10-Speed A/T,Black,Black,Yes,53000.0,NO,3.0,355.0
GMC,Sierra 1500 SLE Crew Cab,2006,167500.0,Gasoline,A/T,Silver,Black,Yes,14500.0,NO,5.3,295.0
GMC,Sierra 1500 Denali Ultimate,2023,2500.0,Gasoline,10-Speed A/T,White,Brown,Yes,84000.0,NO,6.2,420.0
Mercedes-Benz,E-Class E 400,2016,77000.0,Gasoline,7-Speed A/T,White,Beige,Yes,24000.0,YES,3.0,329.0
MINI,Hardtop Cooper,2019,19850.0,Gasoline,6-Speed A/T,Black,Black,Yes,24000.0,NO,1.5,134.0
Ford,Bronco Outer Banks Advanced,2023,3400.0,Gasoline,10-Speed A/T,Gray,Gray,Yes,57000.0,NO,2.3,275.0
Ford,Bronco,2021,3596.0,Gasoline,10-Speed Automatic,Blue,Black Onyx,UNKNOWN,56900.0,NO,2.7,370.3312725173164
Ford,F-350 Lariat Super Duty Crew Cab,2009,130200.0,Diesel,5-Speed A/T,White,Beige,Yes,28900.0,NO,6.4,350.0
Land,Rover Discovery Sport SE,2017,48200.0,Gasoline,9-Speed A/T,White,Gray,Yes,24998.0,NO,2.0,240.0
GMC,Yukon XL SLT,2016,183544.0,Gasoline,6-Speed A/T,Black,Black,Yes,22000.0,YES,5.3,355.0
Ford,Focus RS Base,2016,14900.0,Gasoline,6-Speed M/T,Blue,Black,Yes,39000.0,NO,2.3,350.0
Ford,Bronco Badlands Advanced,2022,4200.0,Gasoline,10-Speed A/T,Blue,Black,Yes,65994.0,NO,2.7,315.0
Hyundai,Genesis 5,2012,15698.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,Yes,19000.0,NO,5.0,429.0
Jeep,Wrangler Unlimited Rubicon,2022,1750.0,Gasoline,8-Speed A/T,Gray,Brown,Yes,65500.0,NO,3.6,285.0
BMW,X4 xDrive30i,2022,34800.0,Gasoline,A/T,Blue,Brown,Yes,46000.0,NO,2.0,248.0
Jaguar,F-PACE S,2020,35580.0,Gasoline,Automatic,Eiger Grey Metallic,Ebony/Light Oyster Stitch,UNKNOWN,46998.0,NO,3.0,356.99342351492305
Acura,RSX Type S,2006,71400.0,Gasoline,6-Speed M/T,Black,Gray,UNKNOWN,14990.0,YES,2.0,201.0
Mazda,MX-5 Miata Base,2003,9260.0,Gasoline,5-Speed M/T,White,Beige,Yes,22000.0,NO,1.8,142.0
GMC,Yukon XL SLT,2023,28500.0,Gasoline,A/T,Black,Black,Yes,67800.0,NO,5.3,355.0
Mercedes-Benz,E-Class E 350 4MATIC,2008,91900.0,Gasoline,5-Speed A/T,Black,Black,Yes,8900.0,NO,3.5,268.0
INFINITI,G35 Base,2004,130000.0,Gasoline,5-Speed A/T,Beige,Beige,Yes,7500.0,NO,3.5,260.0
Cadillac,XTS Premium,2013,56860.0,Gasoline,6-Speed Automatic,White Diamond Tri-Coat,Shale,Yes,21995.0,YES,3.6,327.06094648519684
MINI,Hardtop Cooper S,2017,44300.0,Gasoline,6-Speed M/T,Silver,Black,Yes,20784.0,NO,2.0,189.0
BMW,X5 xDrive35i,2014,120000.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,UNKNOWN,20000.0,YES,3.0,300.0
Mercedes-Benz,SL-Class SL 550,2013,72500.0,Gasoline,7-Speed A/T,Black,Beige,Yes,31450.0,NO,4.6,429.0
RAM,1500 Tradesman/Express,2017,72000.0,Gasoline,8-Speed A/T,Blue,Beige,Yes,24200.0,YES,5.7,395.0
BMW,135 i,2011,132000.0,Gasoline,7-Speed A/T,Black,Beige,Yes,11000.0,NO,3.0,300.0
Rolls-Royce,Phantom,2018,7585.0,Gasoline,8-Speed Automatic,–,–,Yes,599000.0,NO,6.8,689.1337786940603
Hyundai,IONIQ 5 SE,2022,18500.0,Electric,A/T,White,Black,Yes,42000.0,NO,0.0,320.0
Lexus,LS 430 Base,2002,42000.0,Gasoline,A/T,Silver,Gray,Yes,15999.0,YES,4.3,290.0
Jaguar,F-PACE S,2023,4624.0,Gasoline,Automatic,Santorin Black,Black,UNKNOWN,56998.0,NO,2.0,354.1995061150483
BMW,M5 Base,2006,106000.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,Yes,19500.0,NO,5.0,500.0
Hyundai,Santa Fe SE,2022,13610.0,Gasoline,8-Speed Automatic,Stormy Sea,Black,UNKNOWN,27450.0,NO,2.5,351.6029101464992
Lamborghini,Urus Base,2019,16876.0,Gasoline,8-Speed Automatic,Gray,Brown,UNKNOWN,209900.0,NO,4.0,454.11258863313924
Ford,Expedition Timberline,2023,8911.0,Gasoline,10-Speed Automatic,Dark Matter Metallic,Black Onyx,Yes,77430.0,YES,3.5,412.238146772439
Chevrolet,Silverado 1500 LT Trail Boss,2021,48641.0,Gasoline,10-Speed Automatic,Silver Ice Metallic,Jet Black,UNKNOWN,43666.0,NO,5.3,435.97783672689366
GMC,Sierra 1500 SLT,2021,11250.0,Gasoline,A/T,White,Black,Yes,70250.0,NO,6.2,420.0
Ford,Mustang Premium,2007,126000.0,Gasoline,A/T,Red,Black,Yes,9000.0,NO,4.0,210.0
BMW,M5 Base,2008,77750.0,Gasoline,7-Speed A/T,Silver,Silver,Yes,21000.0,NO,5.0,500.0
Toyota,Tacoma SR,2020,27363.0,Gasoline,6-Speed A/T,Gray,Gray,Yes,35000.0,NO,3.5,278.0
Porsche,Cayenne Base,2019,30951.0,Gasoline,8-Speed Automatic,White,Black,Yes,80140.0,NO,3.0,366.5326688809364
Ford,F-150 Lightning XLT,2023,208.0,Electric,A/T,Gray,Gold,Yes,89000.0,NO,0.0,563.0
Dodge,Durango GT,2021,20386.0,Gasoline,8-Speed Automatic,Billet Clearcoat Metallic,Black,UNKNOWN,32999.0,NO,3.6,385.76447317499697
BMW,330e iPerformance,2018,45253.0,Plug-In Hybrid,Transmission w/Dual Shift Mode,Black,Black,Yes,24995.0,NO,2.0,247.0
GMC,Terrain Denali,2016,144000.0,Gasoline,6-Speed A/T,White,Black,Yes,18400.0,NO,3.6,301.0
Ford,Excursion Limited,2004,76163.0,Diesel,5-Speed A/T,Gold,Gold,Yes,20500.0,NO,6.0,325.0
Hyundai,Genesis 3.8,2015,61300.0,Gasoline,8-Speed A/T,Silver,Gray,UNKNOWN,20150.0,YES,3.8,311.0
Mitsubishi,Mirage ES,2017,35698.0,Gasoline,A/T,Blue,Black,Yes,8750.0,NO,1.2,78.0
Mercedes-Benz,E-Class E 350 4MATIC,2010,27000.0,Gasoline,7-Speed A/T,Black,Black,Yes,22500.0,NO,3.5,268.0
Mazda,Mazda3 i Sport,2015,162000.0,Gasoline,Transmission w/Dual Shift Mode,Red,Black,Yes,11500.0,NO,2.0,155.0
BMW,M3 Base,2008,77800.0,Gasoline,M/T,Red,Black,Yes,28500.0,NO,4.0,414.0
Mercedes-Benz,E-Class E 350,2014,55000.0,Gasoline,A/T,Black,Black,Yes,19250.0,NO,3.5,302.0
Ford,Bronco Outer Banks Advanced,2022,12000.0,Gasoline,10-Speed A/T,Gray,Brown,Yes,65999.0,YES,2.7,315.0
Tesla,Model X 75D,2017,70579.0,Electric,A/T,Black,White,Yes,42250.0,NO,0.0,518.0
Jeep,Wrangler Unlimited Sport,2010,107000.0,Gasoline,A/T,White,Gray,Yes,17500.0,YES,3.8,205.0
Honda,Pilot Elite,2021,42653.0,Gasoline,9-Speed Automatic,Gray,Black,UNKNOWN,38998.0,NO,3.5,372.0308118651392
Acura,TL 3.2,2008,193783.0,Gasoline,A/T,Black,Black,Yes,10000.0,YES,3.2,258.0
Lexus,IS 350 Base,2014,123000.0,Gasoline,6-Speed A/T,Red,Black,Yes,18000.0,YES,3.5,306.0
Chevrolet,Equinox LT,2011,130000.0,Gasoline,6-Speed A/T,Brown,Black,Yes,7000.0,YES,3.0,264.0
Mitsubishi,Lancer DE,2009,143346.0,Gasoline,5-Speed M/T,Black,Black,Yes,3000.0,YES,2.0,152.0
Land,Rover LR2 Base,2015,112465.0,Gasoline,6-Speed A/T,White,Beige,Yes,11995.0,NO,2.0,240.0
Nissan,Leaf SV PLUS,2023,5121.0,Electric,1-Speed Automatic,Brilliant Silver Metallic,Black,Yes,28196.0,NO,0.0,272.67326392281757
Audi,A5 2.0T Premium,2012,137273.0,Gasoline,A/T,White,Beige,Yes,11000.0,NO,2.0,211.0
Rivian,R1S Launch Edition,2023,299.0,Electric,1-Speed A/T,Blue,Gray,Yes,92500.0,NO,0.0,835.0
Lexus,RX 450h Base,2018,70780.0,Hybrid,CVT Transmission,Silver,Gray,Yes,35700.0,NO,3.5,308.0
Chevrolet,Tahoe LT,2018,55000.0,Gasoline,6-Speed A/T,Black,Black,Yes,37900.0,NO,5.3,355.0
Mercedes-Benz,G-Class G 550 4MATIC,2017,23151.0,Gasoline,7-Speed A/T,Gray,Black,Yes,84500.0,NO,4.0,416.0
Cadillac,XTS Luxury,2013,152000.0,Gasoline,A/T,Black,Gray,Yes,8500.0,YES,3.6,304.0
INFINITI,Q50 3.0t Red Sport 400,2020,23344.0,Gasoline,7-Speed Automatic,Liquid Platinum,White,UNKNOWN,36999.0,NO,3.0,359.4496869986324
Subaru,Outback 3.6R Limited,2016,87092.0,Gasoline,A/T,Blue,Black,Yes,19500.0,YES,3.6,256.0
Toyota,Avalon XLS,2004,90625.0,Gasoline,A/T,Gray,Gray,Yes,5500.0,NO,3.0,210.0
Chevrolet,Traverse RS,2021,44373.0,Gasoline,9-Speed A/T,Silver,Black,Yes,36000.0,NO,3.6,310.0
BMW,330 i,2021,26000.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,Yes,37000.0,NO,2.0,255.0
Karma,Revero Base,2018,20760.0,Electric,A/T,White,Black,Yes,55500.0,NO,2.0,403.0
Lexus,GX 460 Base,2021,39102.0,Gasoline,Automatic,Silver,Rioja Red,UNKNOWN,51798.0,NO,4.6,417.3967702884456
Alfa,Romeo Stelvio Ti Sport,2019,39615.0,Gasoline,"Automatic, 8-Spd",Vulcano Black Metallic,Red/Black,UNKNOWN,28900.0,NO,2.0,308.47846152348757
GMC,Sierra 2500 Base,2019,58000.0,E85 Flex Fuel,A/T,Silver,Beige,Yes,36500.0,NO,6.0,360.0
Lexus,IS 250 Base,2013,148000.0,Gasoline,6-Speed A/T,Gray,Black,Yes,10000.0,YES,2.5,204.0
Porsche,Panamera 2,2011,104000.0,Gasoline,7-Speed A/T,White,Black,Yes,20900.0,NO,3.6,300.0
BMW,535 i xDrive,2013,46150.0,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,Yes,17000.0,YES,3.0,306.0
Chevrolet,Silverado 2500 High Country,2022,18860.0,Diesel,10-Speed A/T,Blue,Gray,Yes,74500.0,NO,6.6,445.0
Mercedes-Benz,AMG C 63 Base,2017,28399.0,Gasoline,7-Speed A/T,Gray,Black,Yes,55600.0,NO,4.0,469.0
Jeep,Wrangler Sahara,1998,136500.0,Gasoline,5-Speed M/T,Black,Black,Yes,6999.0,NO,4.0,181.0
Porsche,Boxster S,2005,95170.0,Gasoline,6-Speed M/T,Blue,Gray,Yes,24900.0,NO,3.2,280.0
